title,datetime,content
ofo创始人受邀出席哈佛中国论坛 自豪创造共享单车行业,2017-04-25-14:44,中新网4月25日电   4月23日，ofo创始人兼CEO戴威受邀出席以“共担时代责任”为主题的第二十届哈佛中国论坛。本届论坛的受邀嘉宾还有蚂蚁金服董事长彭蕾、红杉资本合伙人沈南鹏、小米科技创始人雷军等，与会嘉宾围绕经济贸易、青年创新创业、文化交流等问题展开讨论。作为新一代创新创业代表，作为当下最火的创业项目，戴威以全英文形式在哈佛中国论坛的创业分论坛分享了ofo的创业故事和畅谈ofo商业模式逆向传播现象，并与参会嘉宾共同讨论中国的创业环境，年轻人的创业精神，以及人工智能对世界的改变。ofo创始人  戴威最值得骄傲的创立共享单车行业感激新时代对创业成败的宽容度谈及到什么事情最值得骄傲时，戴威毫不犹豫地表示就是创立了共享单车这个行业。时间拉回到两年前，那个时候共享单车还没有出现在任何的搜索信息之中，而现在已经成为人们口口相传、日常使用的出行必备工具。作为一种出行工具，自行车成了没落的产品已经多年。数据显示，30年来，我国自行车下降比例达到近7成，在我国居民出行工具中占有极少的比例。发现了短途出现的用户需求，戴威从热爱中长途单车骑行开始转向解决用户的短途出行痛点，并首次提出了无桩共享单车，随时随地有车，解决了用户找车难的痛点，于是ofo一经推出就受到广大学生和市民的喜欢和使用。如今，ofo已经成为了共享单车行业的领骑者，在市占率、用户规模、连接单车数都占据行业第一。说到创业，戴威认为自己的成功也有创业环境改变的一大因素，“我认为是整个社会对失败的宽容度增加了”。作为新一代的年轻人，面对创业更加大胆创新，勇于探索未知的领域。以ofo为例，在成功之前，就经历了融资困难、负债累累、朋友家人的不支持等诸多坎坷，最终因为ofo创新的模式和在解决用户需求的基础上获得成功。戴威总结道，“我们只是想做一件我们坚信的事情，而我们这样做了， 这是最重要的。”ofo创始人  戴威竞争推动打磨产品和服务 ofo模式成“第一个逆向传播”模式创业环境的改变带动了新一代年轻人激烈的创业竞争，该如何面对激烈的创业竞争，戴威表示“竞争对行业来说是件很好的事情。竞争推动我们把百分之百的精力放在生产更好的产品，提供更好的服务上。”作为共享单车的首创者和领骑者，ofo一直以用户需求为产品研发的出发点，截至到目前，ofo小黄车已经推出十几款单车，从轻便省力、低运维、个性化需求等多方面考虑，打造最舒适、城市骑行体验最棒的共享单车。在服务上，ofo曾和众多企业一起合作互动，推出低碳出行、美食诱惑、周边游玩等服务于用户的线上线下活动，同时，ofo倡导文明出行、规范停车，共同维护市容市貌，构建生态文明的城市系统。论坛现场当谈到ofo的商业模式时，戴威表示这是“第一个逆向传播”的商业模式，“很多公司，比如Facebook 和 Uber，都在美国拥有成功的商业战略，并且在海外有众多的效仿者。但是，ofo的平台却是第一个逆向传播的现象。”作为一种全人类通用的出行工具，共享单车也是一种无语言障碍的沟通工具，虽然在全球多个国家已经有了城市公共自行车，但其便捷性差、收费高等缺点明显。ofo单车共享模式则顺理成章地弥补了这些缺点，兴起和火爆于中国，现在在新加坡、美国旧金山、英国伦敦三城都有投放，并预计在今年年底前登陆德国、西班牙、日本、菲律宾等20国，成为中国企业走向海外的典型代表。一言以蔽之，ofo的成功源于其商业模式的成功。创立于1998年的哈佛中国论坛，截至目前已经走过了20个春秋，成为北美最大的由学生组织的中国峰会。哈佛中国论坛旨在中国面临的挑战、问题和趋势进行富有建设性的对话，并邀请到商界、学界、政界领袖各抒己见。在创业分论坛结束后，戴威还参与了新英格兰校友会，和各界领袖探讨、交流经济发展和发展模式，给当地大学生分享创业故事、创业心得。
ofo与联合国开发计划署发起全球“一公里计划”,2017-04-26-11:29,4月25日晚，ofo小黄车创始人兼CEO戴威，与联合国开发计划署 (UNDP) 助理秘书长Michael O’Neill，在美国联合国总部共同签署了战略合作备忘录，宣布在全球范围内发起“一公里计划”，共同推进可持续发展目标的实现。这是联合国开发计划署首次与中国创业公司牵手合作。ofo小黄车创始人兼CEO戴威骑着ofo出现在联合国门前根据协议，ofo小黄车将和联合国开发计划署一起，在全球范围内推广“一公里计划”，推广低碳环保的单车出行方式。为鼓励更多的市民能从一公里做起，从自己做起，加入这场绿色行动，双方将每月17日设立为活动日，并将活动间的收入用于与环保教育、城市可持续和气候变化相关问题的解决，共同推动可持续发展目标的实现。Michael O’Neill表示，“作为全球无桩共享单车的原创者和领骑者，ofo小黄车致力于成为影响世界，让地球更美好的共享出行平台;而联合国开发计划署作为联合国从事发展的全球网络，也是一直致力帮助人们创造更好的生活;在推动绿色出行，实现可持续发展方面，双方有着共同的理念和目标。ofo小黄车在环保公益事业所做出的努力，和在行业里起到的领导示范作用非常让人敬佩。”他还表示，在双方的合作框架下，UNDP会利用自己的全球网络优势推进可持续发展的单车出行方式，而ofo小黄车则可以利用其迅速发展和创新的优势进一步推进双方的合作发展。戴威在发言中表示，“非常荣幸能与联合国开发计划署建立合作，共同努力实现一个清洁、可持续的环境，保护我们所有人共同的家园。自行车作为在人类最伟大的发明之一，已经有200年的历史，而ofo希望通过共享单车这一模式，承载起自行车未来200年的发展，不仅是在中国，更是面向全球。”在签署仪式之后，Michael O’Neill代表UNDP邀请戴威一行共进午餐，并表示对戴威曾在青海支教的经历早有耳闻并十分敬佩。他在席间还在自己的推特上上传了双方签署仪式照片，并写道“非常激动能和ofo小黄车CEO戴威合作，一同支持创新，为发展清洁能源作出努力。”据介绍，此次ofo小黄车与联合国开发计划署签署的是一个长达五年的战略合作，未来5年，双方还将携手来自不同国家的政府、企业、NGO组织和明星代表共同进行单车文化的推广，并持续性地发起公众环保活动，践行可持续发展理念。
ofo正式接入滴滴出行 未来将与滴滴公交深入合作,2017-04-27-11:33,中新网4月27日电   今天，共享单车的原创者和领骑者ofo小黄车正式接入世界领先的移动出行平台滴滴出行。即日起，滴滴用户可通过滴滴出行App陆续在全国直接使用ofo小黄车，享受无缝接驳、灵活环保的便捷出行体验。据了解，此次合作，双方将在用户注册、认证、押金缴纳、在线支付、客户服务方面全线打通。用户只需将滴滴出行App更新至最新版本后，便可通过主界面“ofo单车”入口使用ofo的服务。ofo用户可直接在滴滴出行App内获取车锁密码，支付用车费用。首次在滴滴出行App内使用ofo的用户，可在滴滴出行App内完成注册、认证和押金缴纳，下次使用ofo App或滴滴出行App时，均可直接用车。其次，用户在滴滴出行App内所缴纳的押金将即时转到ofo账上，交由银行托管。用户在滴滴出行App退押金时，押金会原路返回用户账户。同时，用户还可在滴滴出行App内直接联系ofo客服人员。值得一提的是，ofo接入滴滴后，还将与滴滴公交进行深度融合。滴滴公交的实时查询产品将在算法模型中加入ofo的行驶路线，通过人工智能技术为用户规划骑行和公交的最佳接驳方案。与此前不同的是，用户乘车从固定线路的静态规划变成了实时规划。未来用户只用输入起终点和出发时间，即可得到多种出行方案以供选择。可以预见，ofo和滴滴公交的有机结合将有效提升公共交通出行分担率，节省道路资源，减缓拥堵，促进社会和谐发展。ofo 是全球最大的共享单车出行平台，也是全球估值最高的共享单车平台。自2015年6月成立以来，已在中国、美国、英国、新加坡4个国家的81个城市开展运营，拥有超过400万单车，数千万用户，提供出行服务累计超过8.3亿次。截止目前，ofo在覆盖城市数、用户量、单车投放量、日订单量、市场占有率等各项主要指标方面均位居行业第一。
ofo、摩拜、腾讯和滴滴上演四角恋 来跳一曲尬舞吧！,2017-04-27-19:39,"中新经纬客户端4月27日电(魏薇)ofo小黄车正式接入滴滴出行了。即日起，滴滴用户可通过滴滴出行App陆续在全国直接使用ofo小黄车，共享单车战火再度升级。去年9月26日，滴滴和ofo的投资人朱啸虎曾在朋友圈放言，共享单车会在90天结束战斗。万万没想到，ofo与摩拜从融资大战，再到今年的补贴大战，如今又开始了渠道大战，战斗不仅没有结束，反而愈演愈烈。ofo与摩拜几番相爱相杀融资大战：作为共享单车的两家领头羊，ofo与摩拜背后的资本影子正在逐渐走向前台。据《财经》报道，目前腾讯为摩拜第一大机构股东，持股在10%－15%；滴滴为ofo的第一大机构股东，持股在30%上下。同时，腾讯目前仍为滴滴第一大外部股东，持股在10%左右，略高于阿里巴巴。此外，蚂蚁金服已在近期以上亿美元入股ofo。点评：双方基本平局。车辆大战：资本的弹药备足后，ofo与摩拜在全国范围内快速跑马圈地，两家陆续扩展了几十座城市，并且开始向新加坡、美国等地扩张，大街小巷出现了各种小黄车、小橙车。截至4月底，摩拜单车总数超过365万辆，ofo单车在全球的总量达350万辆。点评：摩拜暂时领先。补贴大战：今年3月和4月，ofo和摩拜更是打响了补贴大战，疯狂“烧钱”。在两会期间，两家共享单车都在北京等城市推出了免费骑的活动，之后摩拜单车推出了“红包单车”，加码补贴用户，ofo紧随其后也推出了“红包单车”。在补贴的刺激下，两家单车订单量迅速飙升。3月ofo宣布其日均订单量超过1000万单，4月摩拜宣布了一个更高的数字2000万单，中新经纬客户端(微信公众号：jwview)从ofo公关人员处得知，其最新的日均订单量已达2500万单。点评：ofo暂时领先。渠道大战：在渠道方面，摩拜和ofo更是暗暗较劲。3月摩拜率先召开发布会，宣布正式接入微信，用户通过微信“扫一扫”扫描摩拜单车车身上的二维码，将可以直接进入摩拜单车微信小程序、扫码开锁。4月，ofo就宣布接入滴滴出行，双方将在用户注册、认证、押金缴纳、在线支付、客户服务方面全线打通。至此，在上海和杭州的用户可以通过支付宝解锁ofo，滴滴出行也将可以使用ofo,而摩拜单车可以用微信解锁。不过，不要以为微信就使用不了ofo了，中新经纬客户端(微信公众号：jwview)发现，用户可以通过ofo的微信公众号解锁用车。这意味着，滴滴、摩拜、ofo在微信上实现“大团圆”！点评：ofo暂时领先。半年内恐难分胜负27日，有部分用户向中新经纬客户端(微信公众号：jwview)反映，在升级滴滴出行APP后，并没有出现ofo单车的入口。对此，中新经纬客户端(微信公众号：jwview)联系滴滴出行的工作人员，对方表示，这是一个逐步放开端口的过程，如果突然全部开放，会影响APP的稳定性。上述工作人员还介绍道，目前在微信九宫格的滴滴出行中，并不会出现ofo的入口。易观互联网出行研究中心研究总监、高级分析师张旭对中新经纬客户端(微信公众号：jwview)分析称，滴滴出行用户远大于ofo，从滴滴出行上可以导流至ofo,一定程度上提升ofo的活跃用户数量。入口越强劲，他们最后的活跃用户数越高，目前还是通过争抢用户为未来的增长空间铺垫。共享单车的战火仍在继续，还要多少个“90天”才能决出胜负？张旭表示，这种持续的竞争在短期内恐怕还将持续，如果双方不合并，他们之间的竞争可能还会持续半年以上。最近，坊间流传着摩拜与ofo将合并的传闻。张旭分析认为，合并的可能性并不是没有，但这不仅要看双方运营层的想法，还要看投资人的意见。对此，作为ofo的第一大机构股东，滴滴出行工作人员表示，没有可以提供的消息。此外，张旭认为，目前继续提升用户体验是共享单车需要做的事情，还有很多用户“痛点”要解决，比如找车难、车辆损坏率高等等问题，只有用户体验做得越好，用户粘性才会越高。(中新经纬APP)关注中新经纬微信公众号(微信搜索“中新经纬”或“jwview”)，看更多精彩财经资讯。"
ofo签约鹿晗为品牌代言人 传递出行新理念,2017-04-28-14:02,中新网4月28日电    今天，共享单车ofo小黄车正式宣布签约中国内地影视男演员、歌手鹿晗为ofo小黄车骑行大使，作为其品牌形象代言人。ofo携手骑行大使鹿晗向社会大众传递ofo所一直提倡的轻便高效、绿色环保的城市新出行生活理念，倡导更多人加入低碳环保、绿色生活的共享单车出行中来，让城市变得更美好。分析人士认为，携手鹿晗，标志着ofo在共享单车行业已建立了行业第一的品牌影响力，ofo轻便好骑、绿色低碳等品牌形象将更深入人心。鹿晗自身明星效应具有超高的商业价值转化势能，这能给ofo带来强力的吸粉效应，有助于其吸收存量市场、加速挖掘增量市场，可进一步巩固ofo行业领骑者的地位。同时，鹿晗无疑是整个共享单车行业的第一代言人，即最适合代言共享单车行业品牌的首选明星，可向大众传递更绿色便捷的新出行方式，以及更文明用车的行为规范。鹿晗个人形象一直是阳光健康、积极向上、青春活力的，也凭借人气和实力拥有超过数亿粉丝，并时常热心于公益、环保等事业，无疑是新生代人气偶像中的一股清流。鹿晗作为首位登上《福布斯》杂志中文版封面的90后男星、曾获得《中国新闻周刊》 “影响中国”2016年度演绎人物殊荣颇具影响力。本次，ofo签约鹿晗为其品牌骑行大使，也主要是鹿晗个人形象与ofo所要传达的“青春时尚、高效、健康”等品牌理念相一致。另外，鹿晗在国内外的影响力极高，粉丝群体覆盖面广，在年龄层的覆盖上也与ofo的用户群体十分契合。同时，鹿晗的超高人气与ofo备受大众欢迎的行业独角兽身份也更相符。在谈及成为ofo小黄车骑行大使时，鹿晗本人表示，“ofo小黄车的出现，让城市出行更轻松高效、更低碳环保，希望能有越来越多的人一起加入到共享单车出行生活中，让城市变得更美好。”ofo创始人兼CEO戴威表示，“鹿晗有着健康阳光、青春活力、正能量、亲和等良好形象，也时常热心于公益、环保等事业，与ofo致力于为全球用户提供轻便好骑、绿色环保出行服务的可持续发展理念相一致。”据悉，作为全球领先的无桩共享单车出行平台，ofo首创了“无桩单车共享”模式，通过连接和共享自行车的理念，为用户提供更便捷高效、更绿色环保的出行服务，有效满足用户“最后一公里”出行需求。2015年6月启动以来，ofo已成为国内覆盖广、市场占有率高的共享单车平台，连接超过400万辆共享单车，为全球81座城市用户提供了超8.3亿次出行服务。据ofo官方透露，ofo小黄车骑行大使鹿晗的相关宣传片，已经在全国的多媒体平台、渠道进行大规模投放。这将引发更多大众用户对共享单车的新一轮关注，也有利于推动整个共享单车行业更快速地普及和更健康地发展。
软件漏洞可足不出户拿红包 ofo：发现刷包不退押金,2017-04-29-05:48,日薅红包千元 小黄车仍无解利用软件漏洞足不出户攫取红包 ofo表示发现刷红包则不退押金羊毛党是指那些专门选择互联网公司的营销活动，以低成本甚至零成本换取高额奖励的人。最近，羊毛党盯上了有红包活动的共享单车行业。他们利用定位修改软件和批量手机号软件，足不出户就做到骑行ofo小黄车并领取其派发的红包。早期，有用户甚至一天就赚取千元。律师表示，羊毛党的这种行为涉嫌诈骗。薅羊毛秘笈传遍网络4月16日，ofo正式推出红包车活动。没几天，一份“ofo红包漏洞攻略技巧分享”就在网络上出现：1.更新ofo到最新版本。2.root手机，安装虚拟GPS地址的软件。此类软件网上一搜一大把，比如“微定位”、“手机定位器”等。3.使用虚拟GPS地址的软件，设置收据及所在GPS地址为红包区域。4.打开ofo软件，点击使用单车，手工输入已掌握的ofo编号，ofo软件开始计时，提示该共享单车为红包车。5.等待10分钟。6.设置手机GPS位置为500米以外，结束用车。7.点击领取红包。此前ofo推出的红包活动规定，用户只要在ofo系统内显示的红包范围内开锁，骑行超过500米、10分钟，就可以在骑行结束时领取最高5000元的红包奖励。不过，目前大多ofo的车辆没有安装带有定位功能的智能锁，那么如何判定用户是在“红包范围”内开锁的呢？据悉，大多ofo系统是根据用户开锁、落锁时手机的定位来判断车辆位置。这一秘籍利用了ofo小黄车本身不具备定位，而是根据手机GPS定位判断用户位置的特点，仅用虚拟GPS地址软件，就欺骗系统用户是进行了大于500米、超过10分钟的骑行活动。利用ofo漏洞日进千元在羊毛党聚集论坛“赚客吧”上，许多羊毛党也在分享自己的“薅羊毛”经历。羊毛党是指那些专门选择互联网公司的营销活动，以低成本甚至零成本换取高额奖励的人。羊毛党最初出现在互联网金融行业，一些网贷平台为吸引投资者推出收益丰厚的活动，承诺只要注册或投资就能拿到高额返现、返利。此后，互联网行业出现越来越多的羊毛党，他们利用互联网公司的一些营销手段，一拥而上。还有的人做起了专职羊毛党，月入数万。根据网友晒出的ofo红包页面，红包活动初期，用户常能领取到较大金额的红包，多个微博网友晒出90多元的红包，此外，十几、二十元的红包也很常见。这也成为羊毛党乐于薅ofo羊毛的动力。不过，目前红包的金额似乎有所减少，论坛网友纷纷表示单个红包也就1元多，除去1元的车费，仅能入账几角或几分钱。在论坛上，许多“热心”网友分享自己薅ofo羊毛的经验，包括“不要使用智能锁62、63开头的ofo共享单车，此类智能锁需要关锁停止计费，无法实现远程刷单”，“每个账号每天仅能使用16次”，“今天提现成功943.40元”等等。ofo红包成为论坛中较热门的“羊毛”。羊毛党涉嫌盗窃或诈骗一名羊毛党估算，按照活动初期平均每次能薅5元左右红包的收入，一天16次大约收入80元。然而如果使用了批量操作软件，就可以同时对几百个ofo账号进行操作，一天的收入就可以在千元以上，还有的达到几千元。北京青年报记者发现，目前共享单车软件都需要手机号、身份证号码等多种信息验证，而羊毛党也有一条专门的产业链。在网上，有大量的信息可被购买，一个可接收验证码的手机号加身份证号码的成本也就几元钱，而受益可达到几十元一天。对于羊毛党来说，这是一笔合算的买卖。而羊毛党所用的GPS定位修改器，在网上也有叫卖。在网上，一台电脑用的定位修改软件的价格大约在500元左右。手机端的定位修改软件价格也在20至100元不等，使用iOS系统的需要越狱操作。如一款名为“天下游”的软件，售价100元，使用非常简单，打开软件，将紫色的箭头放置在地图上任意地点，即可实现定位修改。利用这种定位修改软件，用户可在微信、QQ、陌陌、ofo及手机上任意App内实现任意定位。虽然羊毛党对互联网公司来说杀伤力很大，不过对于羊毛党的防范并不容易。后台可以检测使用批量操作的电脑，却很难识别个人用户的薅羊毛行为。那么这些羊毛党的行为在法律上有何监管呢？京衡律师事务所律师余超对北青报记者表示，这个要分开来看，如果单纯利用规则漏洞的获利很难认定违法，只能由搞活动的商家修改规则，严格审查来把薅羊毛者过滤掉。如果是通过假冒身份、虚假注册、修改软件等手段获利，则可能构成盗窃或诈骗。盗窃和诈骗都以非法占有为目的。直接用软件把商家的钱款转到自己账上，侵占他人财产就是盗窃。虚构事实、假冒身份、使商家产生错误的认识而主动把钱打给羊毛党就是诈骗。同时，购买和冒用他人的身份信息也涉及违法。文/本报记者 温婧记者追访被检测出刷红包将被“拉黑”对此，ofo客服表示，公司正在积极处理被羊毛党刷红包一事，“这种情况确实很严重，我们也在积极想办法处理。要不这个红包活动早就取消了，我们也是在想办法怎么解决这个事情。”客服还表示，ofo红包金额的减少也跟这种情况有关系。同时，只要系统检测出来有“刷红包”的行为，账户就会全部被拉进黑名单，包括押金、车费和红包在内“什么都退不了了”。
ofo小黄车宣布进入拉萨 已布局全球100座城市,2017-05-03-15:28,中新网5月3日电  今天， ofo小黄车宣布正式进入第100座城市——拉萨，成为全球覆盖城市最多的共享单车出行平台。这也标志着ofo小黄车成为全球首个，也是目前唯一一个为全球4个国家100座城市提供服务的共享单车出行平台。根据TrustData最新发布的《2017年Q1中国共享单车行业用户检测报告》显示，ofo在月新增用户数、月活用户环比增速、月留存率等多项核心运营指标上，均位居行业首位，是全球新用户增速最快、留存率最高的共享单车平台，市场份额稳居行业第一。ofo城市布局速度行业第一2015年6月，ofo在全球首创“无桩共享单车”模式，率先在北京大学等全国数百所高校进行运营。2016年11月17日，ofo宣布正式开启城市服务，在北京、上海等地开展城市运营，之后迅速进入广州、深圳、成都、厦门、昆明等城市，并不断进行高效有序的城市业务布局。2017年1月11日，ofo宣布启动城市战略，在1月初到1月22日期间，以“一天一城”的速度开启全国33座城市的共享单车出行服务，成为全国最大的共享单车出行平台。随后，ofo率先将共享单车的理念和服务普及至全国一、二线城市及省会城市，在华中、华东、华南、华西等地区加快布局，持续引领共享单车行业的发展势头，作为覆盖城市数量最多的共享单车平台，各项核心运营指标均位居共享单车行业第一，成为中国共享单车的“增速之王”。据了解，ofo高效科学的开城布局，已经将共享单车服务迅速下沉到全国众多二三线城市，成为人们日常出行所必需的基础设施。同时，作为共享单车行业的领军者，ofo在落地各城市的同时，也在当地准备好了车辆运营维护团队，利用“大数据+科学运维”的方法，用网格化的管理模式对城市的共享单车服务提供支持，让市民的日常出行更加高效方便。ofo推行的共享单车绿色出行事业也受到各地政府的鼓励和认可。目前，ofo已与广州海珠区、重庆沙坪坝区、武汉东湖高新区政府等全国各地政府及有关部门展开战略合作，研究引领共享单车行业发展标准的“ofo模式”。另外，ofo已在英国、美国、新加坡进行运营，成为首个将技术和商业模式带领到海外的中国共享单车平台。引领“中国智造”走向海外已成为ofo的使命之一。各项核心运营指标领跑行业数据显示，中国共享单车行业新增用户已突破千万，其中ofo仅3月新增用户就达到451.1万。ofo一家的新增用户数量达到整个共享单车行业新增用户的41%，超过行业第二名和第三名的总和。最新数据显示，自去年9月进入城市后，ofo新增用户的月留存率始终高于行业70%的平均水平，且连续7个月超越行业第二名的新增用户月留存率。ofo也成为新用户增速最快、留存率最高的共享单车平台。业内人士认为，共享单车有效解决了城市出行“最后一公里”问题，为用户提供了更高效便捷、绿色环保的出行服务。而ofo之所以能稳居行业第一，得益于其便于高速发展的平台模式和更轻便的骑行体验，以及占据共享单车行业七成的产能及供应链优势。据了解，今年ofo计划进入全国200座城市，并受到多个海外国家的邀请，将在年内落地20个海外国家开展运营。随着ofo在更多城市开展运营，共享单车行业将在以ofo为代表的“中国智造”企业引领下继续高速成长。
ofo小黄车获教育部部长点赞 成青年创新创业正能量榜样,2017-05-04-14:57,中青在线北京5月4日电(中国青年报·中青在线记者 李晨赫) 五四青年节来临之际，ofo小黄车收到了来自教育部部长陈宝生的回信点赞。信中称，ofo创始人团队身上体现出“思想的力量、实践的力量、创新的力量和服务的力量”，并赞扬了ofo团队所代表的“青年+创新创业”的新生代能量无穷，对青年创业表示了鼓励和支持。此前，ofo小黄车作为第二届“互联网+大学生创业大赛”金奖得主向教育部写信，表示将以实际行动鼓励和扶持更多的年轻人创新创业，并启动了一系列扶持计划。据了解，由教育部主办的“互联网+大学生创业大赛”今年已经举办到第三届，自2015年启动以来，已经孵化出一批创新创业项目，取得了喜人的成果。ofo 小黄车作为从大赛中走出的代表项目之一，得到大赛的扶持和帮助，目前正以良好的发展势头走向国际，而第三届“互联网+大学生创业大赛”也于今年3月正式启动，在全国范围内继续发掘更多优质项目和团队。2014年9月，“大众创业·万众创新”的号召提出，同年ofo团队在北京大学开启创业，成为响应“双创”的青年创业团队。作为青年创业的代表，ofo创始团队经历了从创造原创模式、项目验证、发展及融资等一系列挑战和困难，凭借团队的创造性和坚韧力，ofo小黄车在教育部举办的第二届“互联网+大学生创新创业大赛”，凭借着项目的“共享性”和“公益性”获得金奖，获得了国家机构的肯定和支持。此后，ofo小黄车从校园走向社会，并迅速成为引起国际关注中国共享经济公司，取得了极大的商业价值和社会效应，推动城市居民绿色低碳出行。截止目前，ofo已推动全球100个城市开始了绿色低碳出行风潮，带动了6000多人就业，其中包括数十名应届毕业生，不仅如此，ofo还通过设立扶持大学生创新创业的基金、跟联合国共同发起公益项目等发挥巨大的社会效应和示范作用，用正能量带动全社会。
ofo与凤凰达成战略合作 将向海外投放100万辆共享单车,2017-05-06-20:27,中新网上海5月6日电 (记者 李佳佳)共享单车ofo小黄车6日在第27届中国国际自行车展览会上宣布与中国“百年功勋企业”、国际知名自行车品牌凤凰达成战略合作。双方将在共享单车研发制造、产能及供应链、品牌战略合作、海外市场布局等多个领域展开深入合作。行业专家分析称，此次ofo与凤凰达成战略合作，是“互联网+”的时代背景下，两大中国品牌的战略双赢。据介绍，ofo将凭借凤凰领先的自行车研发和制造体系、遍布海内外的营销渠道和物流优势，进一步加快落地海外的步伐，巩固ofo的领军地位，而凤凰也将进一步实现中国制造升级转型，进入更多国内外用户的视野，增强品牌势能。双方将共同引领中国共享单车建立全球标准。ofo携手凤凰共同“出海”。ofo将和凤凰共同出海，响应国家品牌战略，以民族品牌之姿共同走出去。凤凰将为ofo生产制造符合全球各国家用户需求和生产标准的多版本自行车，ofo也将在单车上添加凤凰的标识，让更多海外用户感受中国百年自行车品牌。今年双方合作的海外共享单车产能将达到100万辆。凤凰是中国历史悠久的自行车品牌及制造商，迄今已有120年历史，是中国为数不多的几个“百年功勋企业”之一，其在全球80多个国家拥有注册商标，在中国自行车自主出口品牌中持续40多年排名第一。凤凰自行车总裁王朝阳表示：“与ofo的合作具备深远的意义，随着双方合作的加深，ofo与凤凰将成为中国企业全球化、输出中国模式、引领世界标准的范本”。中国自行车协会理事长马中超表示：“凤凰与ofo的战略合作，将成为行业制造企业与运营企业合作的典范，成为中国自行车产业创新发展、共享发展的助推器。”ofo创始人兼CEO戴威表示：“凤凰是中国仅有的几个百年企业之一，也是中国自行车产业的杰出代表，此次ofo与凤凰携手，双方将共同努力，响应国家品牌战略号召，为民族品牌共同走出去，助力’一带一路’贡献力量”。业内人士称，近来，“ofo模式”所掀起的互联网+自行车出行风潮正在席卷中国及越来越多的海外国家。ofo也成为第一家将技术和商业模式传播到国外的中国共享经济公司。随着ofo和凤凰在全球更多国家具备声誉，其合作范例也将成为“一带一路”的代表之一。(完)
共享单车专业委员会成立 ofo助推行业健康发展,2017-05-08-10:26,中新网5月8日电 5月7日，中国自行车协会召开共享单车专业委员会成立大会，宣布成立中国自行车协会共享单车专业委员会。这标志着共享单车被正式纳入国家自行车行业协会，将向更加规范、繁荣、有序的方向发展。同时，ofo副总裁马野铭被提名为副主任委员，并作为共享单车行业代表进行发言。这意味着中国自行车协会对ofo的认可，而ofo作为行业领军企业也将引领和推动共享单车行业良性发展，发挥示范带头作用。 共享单车将有规可依 行业发展更加规范ofo全球首创无桩共享单车模式，并迅速成为席卷全国的新兴行业。作为解决“最后一到三公里”难题的出行方案，共享单车一经推出就以其便捷经济的出行理念受到老百姓的喜爱，其推动的绿色低碳出行方式也成为深受市民认可并身体力行的生活新风尚。随着行业高速发展，共享单车也迎来了共同的行业问题，如团体标准、发展模式、和谐有序竞争、技术研发和生产制造、运营管理、与城市的发展协同等。此次中国自行车协会共享单车专业委员会的成立，标志着以上问题将有望得到解决，自行车生产制造企业、共享单车运营企业、地方行业组织以及相关科研检测单位可以自愿参与加入，在中国自行车协会的领导下开展工作，而共享单车也将作为一个新兴行业正式迈入规范发展新时代。作为专业委员会的副主任委员企业，ofo也将继续发挥行业引领者效应，带动行业良性发展。共享单车专委会将充分发挥行业协会的功能作用，当好企业的沟通桥梁、政府的参谋助手、行业的监管机构和共享经济的助推器。根据《工作规则》，专委会具有4项工作宗旨。第一，引导实体经济与虚拟经济相结合、传统产业与互联网产业相结合。第二，引导企业深化供给侧结构性改革。第三，建立和完善行业自律机制，维护成员的合法权益。第四，协助政府部门加强行业管理，共同促进共享单车有序发展。另外，专委会还将参与制定《共享单车团体标准》和试点，并推动相关强制性标准制订。这意味着，共享单车在促进经济发展、引导产业融合、加强行业自律、进行联动服务方面有规可依。专委会发挥监督协调作用  ofo助推行业健康发展据悉，共享单车专委会的办公地点设在天津市，这也是飞鸽和富士达的大本营所在地。目前，ofo与飞鸽、富士达、凤凰等优秀制造企业携手，打造性能优秀、骑行轻松的单车，ofo连接了近500万辆共享单车，为全球提供超过10亿次的出行服务，受到了市场的一致青睐。专委会成立后，ofo小黄车将积极发挥带头作用、示范作用和助推作用，带领共享单车行业瞄准高标准、高规格，生产更优质高效的共享单车；以小黄车的高性能、服务、运维水平，为行业作出示范；连接供应链企业，助推传统自行车产业转型升级、走向世界。相信在共享单车专委会的行业指导下，以ofo为首的共享单车行业能更加规范有序地运行，推动行业持续健康发展。此前，ofo曾在全球开创无桩共享单车模式，作为全球最大的共享单车平台，ofo在业内首先成立运维机制、为用户购买保险、打造全球首款NB-loT物联网共享单车，参与研发具备卫星定位系统的北斗智能锁，带动了凤凰、飞鸽、富士达等传统自行车品牌和厂商发展，并成为第一个落地海外的共享单车平台，推动供给侧结构改革，引领中国共享单车行业和标准走向全球。目前，ofo已经覆盖全球4个国家的100座城市，市场占有率、日订单量、用户满意度、用户粘性等指标也位居行业第一。
